Filename,Asset Groups,Categories,Date Added,Date Updated,Width,Height,Colorspace,Resolution,File Format,Release Date,Expiration Date,Filesize,Global Collection,Metadata Type,Anatomy,Approval Id,Approval System,Apttus Product Code,Audience/Persona,Care Area / Specialties,Country of Use,Description,Display Name,File Type,Is Final,Language,MobilityCOE Content Type,PIM Asset Description,PIM Asset Name,PIM Country,PIM Environment,PIM Language,PIM Metadata,PIM Product Type,Parent Product Code,Product / Services,Product Group,Region,Uploader First Name,Uploader Last Name,Uploader Username,Embed ID,Download Link,640px Landscape,640px Portrait,Original,Wall N,Video with Player,Video with Player and Download,Video (No Player),Video Thumbnail,Streaming MP3,Document View and Download,Document View - HTML5,Document View - PDF,Thumbnail,Spinset with Viewer,Spinset with Viewer and Download,Spinset Thumbnail
1732177450528-Vscan Air SL Probe - 1.png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,1027,1027,Unknown,300,PNG,11/21/2024,,0.16 mb,,PIM Metadata Type,,,,QA_ULS_PCL_PRICARE_0023,,,,,,,,,,img10,img10,FR,prd,fr,,EQUIPMENT,QA_ULS_PCL_PRICARE_0023,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,tdoll8ulxp,https://gehealthcare.widen.net/content/tdoll8ulxp/original/1732177450528-Vscan-Air-SL-Probe---1.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/tdoll8ulxp/jpeg/1732177450528-Vscan%20Air%20SL%20Probe%20-%201.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/tdoll8ulxp/jpeg/1732177450528-Vscan%20Air%20SL%20Probe%20-%201.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/tdoll8ulxp/jpeg/1732177450528-Vscan%20Air%20SL%20Probe%20-%201.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/tdoll8ulxp/jpeg/1732177450528-Vscan%20Air%20SL%20Probe%20-%201.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732177087820-Vscan Air SL datasheet with Caption AI.pdf,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,612,792,,,PDF,11/21/2024,,0.61 mb,,PIM Metadata Type,,,,undefined,,,,,,,,,,,Vscan Air™ SL specification document,NL,prd,en_NL,,EQUIPMENT,undefined,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,nygf90fqhk,https://gehealthcare.widen.net/content/nygf90fqhk/original/1732177087820-Vscan-Air-SL-datasheet-with-Caption-AI.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/nygf90fqhk/1732177087820-Vscan-Air-SL-datasheet-with-Caption-AI.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/nygf90fqhk/1732177087820-Vscan-Air-SL-datasheet-with-Caption-AI.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/nygf90fqhk/pdf/1732177087820-Vscan-Air-SL-datasheet-with-Caption-AI.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/nygf90fqhk/jpeg/1732177087820-Vscan-Air-SL-datasheet-with-Caption-AI.jpg?u=nqxvbh,,,
1732176841156-Vscan Air SL Wireless Charging Pad (1).png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,2961,2961,Unknown,300,PNG,11/21/2024,,0.27 mb,,PIM Metadata Type,,,,New Charger FlexiPackage,,,,,,,,,,Vscan Air SL Wireless Charging Pad,Vscan Air SL Wireless Charging Pad,NL,prd,en_NL,,EQUIPMENT,ULS_PCL_PRICARE_0015_IB,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,hm5atj62dd,https://gehealthcare.widen.net/content/hm5atj62dd/original/1732176841156-Vscan-Air-SL-Wireless-Charging-Pad-1.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/hm5atj62dd/jpeg/1732176841156-Vscan%20Air%20SL%20Wireless%20Charging%20Pad%20%281%29.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/hm5atj62dd/jpeg/1732176841156-Vscan%20Air%20SL%20Wireless%20Charging%20Pad%20%281%29.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/hm5atj62dd/jpeg/1732176841156-Vscan%20Air%20SL%20Wireless%20Charging%20Pad%20%281%29.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/hm5atj62dd/jpeg/1732176841156-Vscan%20Air%20SL%20Wireless%20Charging%20Pad%20%281%29.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176719654-yummiibear-sleeping-1.gif,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,960,960,Unknown,300,GIF,11/21/2024,,0.23 mb,,PIM Metadata Type,,,,QA_ULS_PCL_PRICARE_0023,,,,,,,,,,test2,test2,NO,prd,en_NO,,EQUIPMENT,QA_ULS_PCL_PRICARE_0023,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,lqmsdbkuge,https://gehealthcare.widen.net/content/lqmsdbkuge/original/1732176719654-yummiibear-sleeping-1.gif?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/lqmsdbkuge/jpeg/1732176719654-yummiibear-sleeping-1.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/lqmsdbkuge/jpeg/1732176719654-yummiibear-sleeping-1.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/lqmsdbkuge/jpeg/1732176719654-yummiibear-sleeping-1.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/lqmsdbkuge/jpeg/1732176719654-yummiibear-sleeping-1.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176707804-2.png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,764,910,Unknown,300,PNG,11/21/2024,,0.11 mb,,PIM Metadata Type,,,,QA_ULS_PCL_PRICARE_0023,,,,,,,,,,test1,test 1,NO,prd,en_NO,,EQUIPMENT,QA_ULS_PCL_PRICARE_0023,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,yfanicz666,https://gehealthcare.widen.net/content/yfanicz666/original/1732176707804-2.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/yfanicz666/jpeg/1732176707804-2.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/yfanicz666/jpeg/1732176707804-2.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/yfanicz666/jpeg/1732176707804-2.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/yfanicz666/jpeg/1732176707804-2.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176666894-Vscan Air Warranty 4.png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,1024,1024,Unknown,300,PNG,11/21/2024,,0.25 mb,,PIM Metadata Type,,,,undefined,,,,,,,,,,Warranty,Warranty,NL,prd,en_NL,,EQUIPMENT,undefined,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,siwukn29re,https://gehealthcare.widen.net/content/siwukn29re/original/1732176666894-Vscan-Air-Warranty-4.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/siwukn29re/jpeg/1732176666894-Vscan%20Air%20Warranty%204.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/siwukn29re/jpeg/1732176666894-Vscan%20Air%20Warranty%204.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/siwukn29re/jpeg/1732176666894-Vscan%20Air%20Warranty%204.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/siwukn29re/jpeg/1732176666894-Vscan%20Air%20Warranty%204.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176666948-Vscan Air SL Wireless Charging Pad-3.png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,2961,2961,Unknown,300,PNG,11/21/2024,,0.27 mb,,PIM Metadata Type,,,,undefined,,,,,,,,,,Vscan Air Wireless Charger,Vscan Air Wireless Charger,NL,prd,en_NL,,EQUIPMENT,undefined,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,bvhhco07ll,https://gehealthcare.widen.net/content/bvhhco07ll/original/1732176666948-Vscan-Air-SL-Wireless-Charging-Pad-3.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/bvhhco07ll/jpeg/1732176666948-Vscan%20Air%20SL%20Wireless%20Charging%20Pad-3.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/bvhhco07ll/jpeg/1732176666948-Vscan%20Air%20SL%20Wireless%20Charging%20Pad-3.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/bvhhco07ll/jpeg/1732176666948-Vscan%20Air%20SL%20Wireless%20Charging%20Pad-3.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/bvhhco07ll/jpeg/1732176666948-Vscan%20Air%20SL%20Wireless%20Charging%20Pad-3.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176665164-Vscan Air Quick Start Guide 5.png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,1024,1024,Unknown,300,PNG,11/21/2024,,0.15 mb,,PIM Metadata Type,,,,undefined,,,,,,,,,,Vscan Air Quick Start Guide,Vscan Air Quick Start Guide,NL,prd,en_NL,,EQUIPMENT,undefined,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,cefyviclzz,https://gehealthcare.widen.net/content/cefyviclzz/original/1732176665164-Vscan-Air-Quick-Start-Guide-5.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/cefyviclzz/jpeg/1732176665164-Vscan%20Air%20Quick%20Start%20Guide%205.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/cefyviclzz/jpeg/1732176665164-Vscan%20Air%20Quick%20Start%20Guide%205.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/cefyviclzz/jpeg/1732176665164-Vscan%20Air%20Quick%20Start%20Guide%205.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/cefyviclzz/jpeg/1732176665164-Vscan%20Air%20Quick%20Start%20Guide%205.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176600003-Vscan Air SL Carrying Case-2.png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,1027,1027,Unknown,300,PNG,11/21/2024,,0.14 mb,,PIM Metadata Type,,,,undefined,,,,,,,,,,Vscan Air SL Protective Carrying Case,Vscan Air SL Protective Carrying Case,NL,prd,en_NL,,EQUIPMENT,undefined,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,7z6szktuhp,https://gehealthcare.widen.net/content/7z6szktuhp/original/1732176600003-Vscan-Air-SL-Carrying-Case-2.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/7z6szktuhp/jpeg/1732176600003-Vscan%20Air%20SL%20Carrying%20Case-2.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/7z6szktuhp/jpeg/1732176600003-Vscan%20Air%20SL%20Carrying%20Case-2.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/7z6szktuhp/jpeg/1732176600003-Vscan%20Air%20SL%20Carrying%20Case-2.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/7z6szktuhp/jpeg/1732176600003-Vscan%20Air%20SL%20Carrying%20Case-2.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176561435-Vscan Air SL Probe - 1.png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,1027,1027,Unknown,300,PNG,11/21/2024,,0.16 mb,,PIM Metadata Type,,,,undefined,,,,,,,,,,Vscan Air SL  ,Vscan Air SL,NL,prd,en_NL,,EQUIPMENT,undefined,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,3v7o1q1snq,https://gehealthcare.widen.net/content/3v7o1q1snq/original/1732176561435-Vscan-Air-SL-Probe---1.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/3v7o1q1snq/jpeg/1732176561435-Vscan%20Air%20SL%20Probe%20-%201.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/3v7o1q1snq/jpeg/1732176561435-Vscan%20Air%20SL%20Probe%20-%201.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/3v7o1q1snq/jpeg/1732176561435-Vscan%20Air%20SL%20Probe%20-%201.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/3v7o1q1snq/jpeg/1732176561435-Vscan%20Air%20SL%20Probe%20-%201.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176390702-Vscan Air SL image 9.png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,2961,2961,Unknown,300,PNG,11/21/2024,,0.28 mb,,PIM Metadata Type,,,,ULS_PCL_HH_0001,,,,,,,,,,Vscan Air SL9,Vscan Air SL9,NL,prd,en_NL,,EQUIPMENT,ULS_PCL_HH_0001,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,hrbpnh7lkp,https://gehealthcare.widen.net/content/hrbpnh7lkp/original/1732176390702-Vscan-Air-SL-image-9.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/hrbpnh7lkp/jpeg/1732176390702-Vscan%20Air%20SL%20image%209.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/hrbpnh7lkp/jpeg/1732176390702-Vscan%20Air%20SL%20image%209.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/hrbpnh7lkp/jpeg/1732176390702-Vscan%20Air%20SL%20image%209.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/hrbpnh7lkp/jpeg/1732176390702-Vscan%20Air%20SL%20image%209.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176350122-Vscan Air SL image 3.png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,1027,1027,Unknown,300,PNG,11/21/2024,,0.19 mb,,PIM Metadata Type,,,,ULS_PCL_HH_0001,,,,,,,,,,Vscan Air SL3,Vscan Air SL3,NL,prd,en_NL,,EQUIPMENT,ULS_PCL_HH_0001,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,8qmgs2bqy6,https://gehealthcare.widen.net/content/8qmgs2bqy6/original/1732176350122-Vscan-Air-SL-image-3.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/8qmgs2bqy6/jpeg/1732176350122-Vscan%20Air%20SL%20image%203.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/8qmgs2bqy6/jpeg/1732176350122-Vscan%20Air%20SL%20image%203.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/8qmgs2bqy6/jpeg/1732176350122-Vscan%20Air%20SL%20image%203.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/8qmgs2bqy6/jpeg/1732176350122-Vscan%20Air%20SL%20image%203.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176350431-Vscan Air SL image 4.png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,1027,1027,Unknown,300,PNG,11/21/2024,,0.21 mb,,PIM Metadata Type,,,,ULS_PCL_HH_0001,,,,,,,,,,Vscan Air SL4,Vscan Air SL4,NL,prd,en_NL,,EQUIPMENT,ULS_PCL_HH_0001,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,qayafw2mge,https://gehealthcare.widen.net/content/qayafw2mge/original/1732176350431-Vscan-Air-SL-image-4.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/qayafw2mge/jpeg/1732176350431-Vscan%20Air%20SL%20image%204.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/qayafw2mge/jpeg/1732176350431-Vscan%20Air%20SL%20image%204.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/qayafw2mge/jpeg/1732176350431-Vscan%20Air%20SL%20image%204.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/qayafw2mge/jpeg/1732176350431-Vscan%20Air%20SL%20image%204.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176350501-Vscan Air SL image 5.png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,1027,1027,Unknown,300,PNG,11/21/2024,,0.26 mb,,PIM Metadata Type,,,,ULS_PCL_HH_0001,,,,,,,,,,Vscan Air SL5,Vscan Air SL5,NL,prd,en_NL,,EQUIPMENT,ULS_PCL_HH_0001,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,zhrtnvkepb,https://gehealthcare.widen.net/content/zhrtnvkepb/original/1732176350501-Vscan-Air-SL-image-5.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/zhrtnvkepb/jpeg/1732176350501-Vscan%20Air%20SL%20image%205.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/zhrtnvkepb/jpeg/1732176350501-Vscan%20Air%20SL%20image%205.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/zhrtnvkepb/jpeg/1732176350501-Vscan%20Air%20SL%20image%205.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/zhrtnvkepb/jpeg/1732176350501-Vscan%20Air%20SL%20image%205.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176350662-Vscan Air SL image 6.png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,1027,1027,Unknown,300,PNG,11/21/2024,,0.27 mb,,PIM Metadata Type,,,,ULS_PCL_HH_0001,,,,,,,,,,Vscan Air SL6,Vscan Air SL6,NL,prd,en_NL,,EQUIPMENT,ULS_PCL_HH_0001,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,menyi0ssuh,https://gehealthcare.widen.net/content/menyi0ssuh/original/1732176350662-Vscan-Air-SL-image-6.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/menyi0ssuh/jpeg/1732176350662-Vscan%20Air%20SL%20image%206.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/menyi0ssuh/jpeg/1732176350662-Vscan%20Air%20SL%20image%206.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/menyi0ssuh/jpeg/1732176350662-Vscan%20Air%20SL%20image%206.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/menyi0ssuh/jpeg/1732176350662-Vscan%20Air%20SL%20image%206.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176350679-Vscan Air SL image 7.png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,1027,1027,Unknown,300,PNG,11/21/2024,,0.26 mb,,PIM Metadata Type,,,,ULS_PCL_HH_0001,,,,,,,,,,Vscan Air SL7,Vscan Air SL7,NL,prd,en_NL,,EQUIPMENT,ULS_PCL_HH_0001,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,daklkpken3,https://gehealthcare.widen.net/content/daklkpken3/original/1732176350679-Vscan-Air-SL-image-7.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/daklkpken3/jpeg/1732176350679-Vscan%20Air%20SL%20image%207.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/daklkpken3/jpeg/1732176350679-Vscan%20Air%20SL%20image%207.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/daklkpken3/jpeg/1732176350679-Vscan%20Air%20SL%20image%207.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/daklkpken3/jpeg/1732176350679-Vscan%20Air%20SL%20image%207.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176350769-Vscan Air SL image 8.png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,1027,1027,Unknown,300,PNG,11/21/2024,,0.19 mb,,PIM Metadata Type,,,,ULS_PCL_HH_0001,,,,,,,,,,Vscan Air SL8,Vscan Air SL8,NL,prd,en_NL,,EQUIPMENT,ULS_PCL_HH_0001,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,0h9dahb70b,https://gehealthcare.widen.net/content/0h9dahb70b/original/1732176350769-Vscan-Air-SL-image-8.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/0h9dahb70b/jpeg/1732176350769-Vscan%20Air%20SL%20image%208.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/0h9dahb70b/jpeg/1732176350769-Vscan%20Air%20SL%20image%208.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/0h9dahb70b/jpeg/1732176350769-Vscan%20Air%20SL%20image%208.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/0h9dahb70b/jpeg/1732176350769-Vscan%20Air%20SL%20image%208.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176205347-Vscan Air SL Probe - 1.png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,1027,1027,Unknown,300,PNG,11/21/2024,,0.16 mb,,PIM Metadata Type,,,,QA_ULS_PCL_PRICARE_0023,,,,,,,,,,img1,img1,NL,prd,en_NL,,EQUIPMENT,QA_ULS_PCL_PRICARE_0023,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,u5qu0wbsd0,https://gehealthcare.widen.net/content/u5qu0wbsd0/original/1732176205347-Vscan-Air-SL-Probe---1.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/u5qu0wbsd0/jpeg/1732176205347-Vscan%20Air%20SL%20Probe%20-%201.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/u5qu0wbsd0/jpeg/1732176205347-Vscan%20Air%20SL%20Probe%20-%201.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/u5qu0wbsd0/jpeg/1732176205347-Vscan%20Air%20SL%20Probe%20-%201.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/u5qu0wbsd0/jpeg/1732176205347-Vscan%20Air%20SL%20Probe%20-%201.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1732176185262-Vscan Air Roll Stand (1).png,1eCommerce Asset Group,1eCommerce/Shop,11/21/2024,11/21/2024,2280,2280,Unknown,300,PNG,11/21/2024,,0.21 mb,,PIM Metadata Type,,,,Roll Stand FlexiPackage,,,,,,,,,,Vscan Air Roll Stand,Vscan Air Roll Stand,NL,prd,en_NL,,EQUIPMENT,ULS_PCL_PRICARE_0015_IB,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,51rkbjaxmz,https://gehealthcare.widen.net/content/51rkbjaxmz/original/1732176185262-Vscan-Air-Roll-Stand-1.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/51rkbjaxmz/jpeg/1732176185262-Vscan%20Air%20Roll%20Stand%20%281%29.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/51rkbjaxmz/jpeg/1732176185262-Vscan%20Air%20Roll%20Stand%20%281%29.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/51rkbjaxmz/jpeg/1732176185262-Vscan%20Air%20Roll%20Stand%20%281%29.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/51rkbjaxmz/jpeg/1732176185262-Vscan%20Air%20Roll%20Stand%20%281%29.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
